eval,score,best,p0,p1,p2,p3,p4,p5,p6,p7
0,0.0,0.0,-1,1,1,-1,0,-1,0,-1
1,0.0,0.0,-1,1,1,-1,0,-1,0,-1
2,0.0,0.0,-1,1,1,-1,0,-1,0,-1
3,20.962289140566053,20.962289140566053,-1,-1,1,-1,0,-1,0,-1
4,103.52881937894213,103.52881937894213,-1,-1,1,-1,0,0,0,-1
5,103.52881937894213,103.52881937894213,-1,-1,1,-1,0,0,0,-1
6,103.52881937894213,103.52881937894213,-1,-1,1,-1,0,0,0,-1
7,103.52881937894213,103.52881937894213,-1,-1,1,-1,0,0,0,-1
8,103.52881937894213,103.52881937894213,-1,-1,1,-1,0,0,0,-1
9,103.52881937894213,103.52881937894213,-1,-1,1,-1,0,0,0,-1
10,103.52881937894213,103.52881937894213,-1,-1,1,-1,0,0,0,-1
11,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
12,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
13,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
14,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
15,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
16,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
17,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
18,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
19,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
20,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
21,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
22,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
23,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
24,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
25,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
26,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
27,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
28,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
29,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
30,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
31,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
32,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
33,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
34,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
35,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
36,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
37,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
38,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
39,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
40,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
41,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
42,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
43,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
44,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
45,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
46,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
47,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
48,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
49,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
50,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
51,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
52,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
53,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
54,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
55,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
56,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
57,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
58,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
59,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
60,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
61,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
62,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
63,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
64,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
65,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
66,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
67,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
68,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
69,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
70,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
71,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
72,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
73,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
74,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
75,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
76,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
77,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
78,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
79,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
80,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
81,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
82,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
83,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
84,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
85,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
86,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
87,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
88,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
89,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
90,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
91,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
92,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
93,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
94,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
95,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
96,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
97,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
98,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
99,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
100,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
101,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
102,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
103,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
104,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
105,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
106,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
107,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
108,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
109,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
110,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
111,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
112,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
113,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
114,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
115,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
116,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
117,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
118,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
119,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
120,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
121,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
122,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
123,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
124,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
125,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
126,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
127,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
128,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
129,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
130,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
131,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
132,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
133,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
134,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
135,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
136,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
137,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
138,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
139,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
140,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
141,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
142,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
143,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
144,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
145,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
146,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
147,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
148,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
149,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
150,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
151,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
152,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
153,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
154,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
155,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
156,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
157,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
158,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
159,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
160,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
161,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
162,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
163,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
164,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
165,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
166,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
167,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
168,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
169,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
170,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
171,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
172,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
173,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
174,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
175,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
176,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
177,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
178,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
179,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
180,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
181,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
182,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
183,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
184,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
185,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
186,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
187,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
188,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
189,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
190,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
191,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
192,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
193,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
194,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
195,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
196,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
197,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
198,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
199,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
200,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
201,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
202,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
203,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
204,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
205,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
206,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
207,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
208,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
209,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
210,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
211,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
212,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
213,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
214,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
215,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
216,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
217,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
218,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
219,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
220,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
221,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
222,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
223,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
224,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
225,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
226,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
227,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
228,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
229,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
230,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
231,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
232,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
233,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
234,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
235,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
236,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
237,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
238,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
239,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
240,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
241,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
242,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
243,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
244,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
245,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
246,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
247,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
248,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
249,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
250,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
251,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
252,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
253,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
254,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
255,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
256,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
257,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
258,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
259,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
260,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
261,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
262,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
263,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
264,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
265,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
266,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
267,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
268,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
269,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
270,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
271,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
272,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
273,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
274,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
275,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
276,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
277,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
278,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
279,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
280,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
281,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
282,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
283,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
284,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
285,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
286,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
287,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
288,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
289,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
290,116.99156744487576,116.99156744487576,-1,-1,-1,-1,0,0,0,-1
