eval,score,best
0,91.56833042505723,91.56833042505723
1,91.56833042505723,91.56833042505723
2,91.56833042505723,91.56833042505723
3,91.56833042505723,91.56833042505723
4,91.56833042505723,91.56833042505723
5,91.56833042505723,91.56833042505723
6,91.56833042505723,91.56833042505723
7,91.56833042505723,91.56833042505723
8,91.56833042505723,91.56833042505723
9,120.40133839201889,120.40133839201889
10,120.40133839201889,120.40133839201889
11,120.40133839201889,120.40133839201889
12,120.40133839201889,120.40133839201889
13,120.40133839201889,120.40133839201889
14,120.40133839201889,120.40133839201889
15,120.40133839201889,120.40133839201889
16,120.40133839201889,120.40133839201889
17,120.40133839201889,120.40133839201889
18,120.40133839201889,120.40133839201889
19,120.40133839201889,120.40133839201889
20,120.40133839201889,120.40133839201889
21,120.40133839201889,120.40133839201889
22,122.99245138630577,122.99245138630577
23,122.99245138630577,122.99245138630577
24,122.99245138630577,122.99245138630577
25,122.99245138630577,122.99245138630577
26,122.99245138630577,122.99245138630577
27,122.99245138630577,122.99245138630577
28,122.99245138630577,122.99245138630577
29,122.99245138630577,122.99245138630577
30,122.99245138630577,122.99245138630577
31,122.99245138630577,122.99245138630577
32,122.99245138630577,122.99245138630577
33,122.99245138630577,122.99245138630577
34,122.99245138630577,122.99245138630577
35,122.99245138630577,122.99245138630577
36,122.99245138630577,122.99245138630577
37,122.99245138630577,122.99245138630577
38,122.99245138630577,122.99245138630577
39,122.99245138630577,122.99245138630577
40,122.99245138630577,122.99245138630577
41,122.99245138630577,122.99245138630577
42,122.99245138630577,122.99245138630577
43,122.99245138630577,122.99245138630577
44,122.99245138630577,122.99245138630577
45,122.99245138630577,122.99245138630577
46,122.99245138630577,122.99245138630577
47,122.99245138630577,122.99245138630577
48,122.99245138630577,122.99245138630577
49,122.99245138630577,122.99245138630577
50,122.99245138630577,122.99245138630577
51,122.99245138630577,122.99245138630577
52,122.99245138630577,122.99245138630577
53,122.99245138630577,122.99245138630577
54,122.99245138630577,122.99245138630577
55,122.99245138630577,122.99245138630577
56,122.99245138630577,122.99245138630577
57,122.99245138630577,122.99245138630577
58,122.99245138630577,122.99245138630577
59,122.99245138630577,122.99245138630577
60,122.99245138630577,122.99245138630577
61,122.99245138630577,122.99245138630577
62,122.99245138630577,122.99245138630577
63,122.99245138630577,122.99245138630577
64,122.99245138630577,122.99245138630577
65,122.99245138630577,122.99245138630577
66,122.99245138630577,122.99245138630577
67,122.99245138630577,122.99245138630577
68,122.99245138630577,122.99245138630577
69,122.99245138630577,122.99245138630577
70,122.99245138630577,122.99245138630577
71,122.99245138630577,122.99245138630577
72,122.99245138630577,122.99245138630577
73,122.99245138630577,122.99245138630577
74,122.99245138630577,122.99245138630577
75,122.99245138630577,122.99245138630577
76,122.99245138630577,122.99245138630577
77,122.99245138630577,122.99245138630577
78,122.99245138630577,122.99245138630577
79,122.99245138630577,122.99245138630577
80,122.99245138630577,122.99245138630577
81,122.99245138630577,122.99245138630577
82,122.99245138630577,122.99245138630577
83,122.99245138630577,122.99245138630577
84,122.99245138630577,122.99245138630577
85,122.99245138630577,122.99245138630577
86,122.99245138630577,122.99245138630577
87,122.99245138630577,122.99245138630577
88,122.99245138630577,122.99245138630577
89,122.99245138630577,122.99245138630577
90,122.99245138630577,122.99245138630577
91,122.99245138630577,122.99245138630577
92,122.99245138630577,122.99245138630577
93,122.99245138630577,122.99245138630577
94,122.99245138630577,122.99245138630577
95,122.99245138630577,122.99245138630577
96,122.99245138630577,122.99245138630577
97,122.99245138630577,122.99245138630577
98,122.99245138630577,122.99245138630577
99,122.99245138630577,122.99245138630577
100,122.99245138630577,122.99245138630577
101,122.99245138630577,122.99245138630577
102,122.99245138630577,122.99245138630577
103,122.99245138630577,122.99245138630577
104,122.99245138630577,122.99245138630577
105,122.99245138630577,122.99245138630577
106,122.99245138630577,122.99245138630577
107,122.99245138630577,122.99245138630577
108,122.99245138630577,122.99245138630577
109,122.99245138630577,122.99245138630577
110,122.99245138630577,122.99245138630577
111,122.99245138630577,122.99245138630577
112,122.99245138630577,122.99245138630577
113,122.99245138630577,122.99245138630577
114,122.99245138630577,122.99245138630577
115,122.99245138630577,122.99245138630577
116,122.99245138630577,122.99245138630577
117,122.99245138630577,122.99245138630577
118,122.99245138630577,122.99245138630577
119,122.99245138630577,122.99245138630577
120,122.99245138630577,122.99245138630577
121,122.99245138630577,122.99245138630577
122,122.99245138630577,122.99245138630577
123,122.99245138630577,122.99245138630577
124,122.99245138630577,122.99245138630577
125,122.99245138630577,122.99245138630577
126,122.99245138630577,122.99245138630577
127,122.99245138630577,122.99245138630577
128,122.99245138630577,122.99245138630577
129,122.99245138630577,122.99245138630577
130,122.99245138630577,122.99245138630577
131,122.99245138630577,122.99245138630577
132,122.99245138630577,122.99245138630577
133,122.99245138630577,122.99245138630577
134,122.99245138630577,122.99245138630577
135,122.99245138630577,122.99245138630577
136,122.99245138630577,122.99245138630577
