eval,score,best,p0,p1,p2,p3,p4,p5,p6,p7
0,51.68343962567401,51.68343962567401,1,0,0,1,1,0,1,0
1,343.2044629832725,343.2044629832725,-1,0,-1,-1,1,1,0,-1
2,0.0,343.2044629832725,-1,0,-1,-1,1,1,0,-1
3,0.0,343.2044629832725,-1,0,-1,-1,1,1,0,-1
4,196.3687835005045,343.2044629832725,-1,0,-1,-1,1,1,0,-1
5,284.6884549916721,343.2044629832725,-1,0,-1,-1,1,1,0,-1
6,91.79215033493105,343.2044629832725,-1,0,-1,-1,1,1,0,-1
7,51.46752197491482,343.2044629832725,-1,0,-1,-1,1,1,0,-1
8,259.0165430534718,343.2044629832725,-1,0,-1,-1,1,1,0,-1
9,0.0,343.2044629832725,-1,0,-1,-1,1,1,0,-1
10,45.645288681438835,343.2044629832725,-1,0,-1,-1,1,1,0,-1
11,206.36094082967332,343.2044629832725,-1,0,-1,-1,1,1,0,-1
12,46.84308394375588,343.2044629832725,-1,0,-1,-1,1,1,0,-1
13,79.191475984193,343.2044629832725,-1,0,-1,-1,1,1,0,-1
14,0.0,343.2044629832725,-1,0,-1,-1,1,1,0,-1
15,62.82619187704957,343.2044629832725,-1,0,-1,-1,1,1,0,-1
16,235.31869044531868,343.2044629832725,-1,0,-1,-1,1,1,0,-1
17,0.0,343.2044629832725,-1,0,-1,-1,1,1,0,-1
18,70.68037400379586,343.2044629832725,-1,0,-1,-1,1,1,0,-1
19,0.0,343.2044629832725,-1,0,-1,-1,1,1,0,-1
20,0.0,343.2044629832725,-1,0,-1,-1,1,1,0,-1
21,188.59839188336616,343.2044629832725,-1,0,-1,-1,1,1,0,-1
22,102.52690027897594,343.2044629832725,-1,0,-1,-1,1,1,0,-1
23,0.0,343.2044629832725,-1,0,-1,-1,1,1,0,-1
24,0.0,343.2044629832725,-1,0,-1,-1,1,1,0,-1
25,35.06431988513576,343.2044629832725,-1,0,-1,-1,1,1,0,-1
26,247.69783872065875,343.2044629832725,-1,0,-1,-1,1,1,0,-1
27,220.42820865190947,343.2044629832725,-1,0,-1,-1,1,1,0,-1
28,58.8056823846249,343.2044629832725,-1,0,-1,-1,1,1,0,-1
29,57.84165480454885,343.2044629832725,-1,0,-1,-1,1,1,0,-1
30,139.52453328983765,343.2044629832725,-1,0,-1,-1,1,1,0,-1
31,0.0,343.2044629832725,-1,0,-1,-1,1,1,0,-1
32,46.27332384363925,343.2044629832725,-1,0,-1,-1,1,1,0,-1
33,4.576468204994802,343.2044629832725,-1,0,-1,-1,1,1,0,-1
34,0.0,343.2044629832725,-1,0,-1,-1,1,1,0,-1
35,54.88540435776214,343.2044629832725,-1,0,-1,-1,1,1,0,-1
36,127.76214065291005,343.2044629832725,-1,0,-1,-1,1,1,0,-1
37,47.80348308588706,343.2044629832725,-1,0,-1,-1,1,1,0,-1
38,0.0,343.2044629832725,-1,0,-1,-1,1,1,0,-1
39,36.08670238740824,343.2044629832725,-1,0,-1,-1,1,1,0,-1
40,10.637797063387701,343.2044629832725,-1,0,-1,-1,1,1,0,-1
41,228.02363644577258,343.2044629832725,-1,0,-1,-1,1,1,0,-1
42,272.483894058416,343.2044629832725,-1,0,-1,-1,1,1,0,-1
43,234.60896425969,343.2044629832725,-1,0,-1,-1,1,1,0,-1
44,0.0,343.2044629832725,-1,0,-1,-1,1,1,0,-1
45,0.818341264468524,343.2044629832725,-1,0,-1,-1,1,1,0,-1
46,312.23765953254383,343.2044629832725,-1,0,-1,-1,1,1,0,-1
47,220.3087737327798,343.2044629832725,-1,0,-1,-1,1,1,0,-1
48,250.78270385771728,343.2044629832725,-1,0,-1,-1,1,1,0,-1
49,44.60267956382187,343.2044629832725,-1,0,-1,-1,1,1,0,-1
50,229.5761226104235,343.2044629832725,-1,0,-1,-1,1,1,0,-1
51,0.0,343.2044629832725,-1,0,-1,-1,1,1,0,-1
52,79.06152897877749,343.2044629832725,-1,0,-1,-1,1,1,0,-1
53,33.62781046199068,343.2044629832725,-1,0,-1,-1,1,1,0,-1
54,98.81246458903816,343.2044629832725,-1,0,-1,-1,1,1,0,-1
55,0.0,343.2044629832725,-1,0,-1,-1,1,1,0,-1
56,5.972058524847366,343.2044629832725,-1,0,-1,-1,1,1,0,-1
57,217.8821970837447,343.2044629832725,-1,0,-1,-1,1,1,0,-1
58,116.11598311115196,343.2044629832725,-1,0,-1,-1,1,1,0,-1
59,84.39779636137011,343.2044629832725,-1,0,-1,-1,1,1,0,-1
60,168.8465493888356,343.2044629832725,-1,0,-1,-1,1,1,0,-1
61,0.0,343.2044629832725,-1,0,-1,-1,1,1,0,-1
62,298.7096025854444,343.2044629832725,-1,0,-1,-1,1,1,0,-1
63,34.52202757019438,343.2044629832725,-1,0,-1,-1,1,1,0,-1
64,252.85908839122456,343.2044629832725,-1,0,-1,-1,1,1,0,-1
65,119.89006956556408,343.2044629832725,-1,0,-1,-1,1,1,0,-1
66,48.95355118581235,343.2044629832725,-1,0,-1,-1,1,1,0,-1
67,210.47666743105032,343.2044629832725,-1,0,-1,-1,1,1,0,-1
68,282.33292207838156,343.2044629832725,-1,0,-1,-1,1,1,0,-1
69,105.11772718307927,343.2044629832725,-1,0,-1,-1,1,1,0,-1
70,203.2192824913863,343.2044629832725,-1,0,-1,-1,1,1,0,-1
71,34.19235120828021,343.2044629832725,-1,0,-1,-1,1,1,0,-1
72,276.13731406341213,343.2044629832725,-1,0,-1,-1,1,1,0,-1
73,130.5938929993691,343.2044629832725,-1,0,-1,-1,1,1,0,-1
74,0.0,343.2044629832725,-1,0,-1,-1,1,1,0,-1
75,427.3353121304376,427.3353121304376,1,1,-1,0,-1,1,0,0
76,0.6208162672533504,427.3353121304376,1,1,-1,0,-1,1,0,0
77,289.8723035187705,427.3353121304376,1,1,-1,0,-1,1,0,0
78,4.903449731457034,427.3353121304376,1,1,-1,0,-1,1,0,0
79,31.53897373573095,427.3353121304376,1,1,-1,0,-1,1,0,0
80,0.0,427.3353121304376,1,1,-1,0,-1,1,0,0
81,35.315872892023314,427.3353121304376,1,1,-1,0,-1,1,0,0
82,48.04723881724994,427.3353121304376,1,1,-1,0,-1,1,0,0
83,207.54397124056254,427.3353121304376,1,1,-1,0,-1,1,0,0
84,53.021516904169914,427.3353121304376,1,1,-1,0,-1,1,0,0
85,303.18115976768536,427.3353121304376,1,1,-1,0,-1,1,0,0
86,0.0,427.3353121304376,1,1,-1,0,-1,1,0,0
87,0.0,427.3353121304376,1,1,-1,0,-1,1,0,0
88,165.73918341092997,427.3353121304376,1,1,-1,0,-1,1,0,0
89,6.293818051165594,427.3353121304376,1,1,-1,0,-1,1,0,0
90,0.0,427.3353121304376,1,1,-1,0,-1,1,0,0
91,31.819795503757874,427.3353121304376,1,1,-1,0,-1,1,0,0
92,285.5141619527189,427.3353121304376,1,1,-1,0,-1,1,0,0
93,0.0,427.3353121304376,1,1,-1,0,-1,1,0,0
94,4.5195248303284075,427.3353121304376,1,1,-1,0,-1,1,0,0
95,55.490080662496645,427.3353121304376,1,1,-1,0,-1,1,0,0
96,60.16593832050546,427.3353121304376,1,1,-1,0,-1,1,0,0
97,6.855389455109603,427.3353121304376,1,1,-1,0,-1,1,0,0
98,0.0,427.3353121304376,1,1,-1,0,-1,1,0,0
99,112.28777171498345,427.3353121304376,1,1,-1,0,-1,1,0,0
100,0.0,427.3353121304376,1,1,-1,0,-1,1,0,0
101,34.89085482184892,427.3353121304376,1,1,-1,0,-1,1,0,0
102,0.0,427.3353121304376,1,1,-1,0,-1,1,0,0
103,261.69414562202513,427.3353121304376,1,1,-1,0,-1,1,0,0
104,0.0,427.3353121304376,1,1,-1,0,-1,1,0,0
105,0.0,427.3353121304376,1,1,-1,0,-1,1,0,0
106,32.87566174780988,427.3353121304376,1,1,-1,0,-1,1,0,0
107,47.43272700631552,427.3353121304376,1,1,-1,0,-1,1,0,0
108,100.68575468020897,427.3353121304376,1,1,-1,0,-1,1,0,0
109,31.52134792736374,427.3353121304376,1,1,-1,0,-1,1,0,0
110,0.6310032447353294,427.3353121304376,1,1,-1,0,-1,1,0,0
111,0.0,427.3353121304376,1,1,-1,0,-1,1,0,0
112,41.45428009545163,427.3353121304376,1,1,-1,0,-1,1,0,0
113,0.0,427.3353121304376,1,1,-1,0,-1,1,0,0
114,284.565822690439,427.3353121304376,1,1,-1,0,-1,1,0,0
115,0.0,427.3353121304376,1,1,-1,0,-1,1,0,0
116,213.3142885563998,427.3353121304376,1,1,-1,0,-1,1,0,0
117,219.62402192310915,427.3353121304376,1,1,-1,0,-1,1,0,0
118,0.0,427.3353121304376,1,1,-1,0,-1,1,0,0
119,0.0,427.3353121304376,1,1,-1,0,-1,1,0,0
120,287.9134348355836,427.3353121304376,1,1,-1,0,-1,1,0,0
121,115.61060609634796,427.3353121304376,1,1,-1,0,-1,1,0,0
122,4.7602369294623585,427.3353121304376,1,1,-1,0,-1,1,0,0
123,101.17575420076683,427.3353121304376,1,1,-1,0,-1,1,0,0
124,7.600331052426166,427.3353121304376,1,1,-1,0,-1,1,0,0
125,14.307160581722526,427.3353121304376,1,1,-1,0,-1,1,0,0
126,322.9240695435093,427.3353121304376,1,1,-1,0,-1,1,0,0
127,0.0,427.3353121304376,1,1,-1,0,-1,1,0,0
128,48.435425805839124,427.3353121304376,1,1,-1,0,-1,1,0,0
