eval,score,best
0,106.02032712828252,106.02032712828252
1,214.98126208593678,214.98126208593678
2,221.00852328175074,221.00852328175074
3,59.03384715180782,221.00852328175074
4,6.937707275758909,221.00852328175074
5,0.0,221.00852328175074
6,0.0,221.00852328175074
7,0.0,221.00852328175074
8,121.05328561039374,221.00852328175074
9,215.6767562544494,221.00852328175074
10,90.59466837236555,221.00852328175074
11,60.92753247646126,221.00852328175074
12,0.0,221.00852328175074
13,218.5931084956977,221.00852328175074
14,60.489617046155374,221.00852328175074
15,0.0,221.00852328175074
16,77.68260390748786,221.00852328175074
17,71.64394226544451,221.00852328175074
18,41.41314811486043,221.00852328175074
19,0.0,221.00852328175074
20,44.6927579326412,221.00852328175074
21,34.9617222469169,221.00852328175074
22,197.0033625305157,221.00852328175074
23,107.36371770560335,221.00852328175074
24,200.32580590114213,221.00852328175074
25,221.03086877548964,221.03086877548964
26,33.88914799129879,221.03086877548964
27,41.17471451284648,221.03086877548964
28,0.0,221.03086877548964
29,7.132656601165051,221.03086877548964
30,0.0,221.03086877548964
31,232.83945699490909,232.83945699490909
32,205.00958453270732,232.83945699490909
33,1.9624851243684613,232.83945699490909
34,39.83597624077692,232.83945699490909
35,58.14582315625112,232.83945699490909
36,33.523500702155346,232.83945699490909
37,0.0,232.83945699490909
38,219.65829923153498,232.83945699490909
39,724.1129655871246,724.1129655871246
40,33.900633858512165,724.1129655871246
41,173.73593851069265,724.1129655871246
42,43.03365980936445,724.1129655871246
43,0.0,724.1129655871246
44,0.0,724.1129655871246
45,29.945941546391623,724.1129655871246
46,58.30567970797663,724.1129655871246
47,0.0,724.1129655871246
48,56.357967540726456,724.1129655871246
49,458.68737171443007,724.1129655871246
50,36.43125389184851,724.1129655871246
51,236.0525711777067,724.1129655871246
52,50.9354740165976,724.1129655871246
53,0.0,724.1129655871246
54,41.43754458939618,724.1129655871246
55,242.9660267085457,724.1129655871246
56,50.150362587160174,724.1129655871246
57,0.0,724.1129655871246
58,0.0,724.1129655871246
59,151.4476428412172,724.1129655871246
60,0.0,724.1129655871246
61,35.46899415818481,724.1129655871246
62,0.0,724.1129655871246
63,202.794109758468,724.1129655871246
64,340.10040343988743,724.1129655871246
65,104.1591577569634,724.1129655871246
66,0.0,724.1129655871246
67,2.253576200718533,724.1129655871246
68,32.90007517531985,724.1129655871246
69,263.2892700783111,724.1129655871246
70,0.0,724.1129655871246
71,41.52368288422157,724.1129655871246
72,4.331392041968262,724.1129655871246
73,270.438605944005,724.1129655871246
74,86.46568269418867,724.1129655871246
75,0.0,724.1129655871246
76,37.83223093962227,724.1129655871246
77,190.82573135081026,724.1129655871246
78,0.0,724.1129655871246
79,212.40249933148732,724.1129655871246
80,86.71324796329793,724.1129655871246
81,41.61408591477344,724.1129655871246
82,6.18034739119692,724.1129655871246
83,61.17291946987038,724.1129655871246
84,34.31720005463818,724.1129655871246
85,237.42943807353183,724.1129655871246
86,219.87780842347792,724.1129655871246
87,38.98670308693974,724.1129655871246
88,0.0,724.1129655871246
89,251.71208406931515,724.1129655871246
90,32.43339863265136,724.1129655871246
91,88.90244319859173,724.1129655871246
92,73.47331714148599,724.1129655871246
93,0.0,724.1129655871246
94,47.39217498056826,724.1129655871246
95,0.0,724.1129655871246
96,72.30206850568615,724.1129655871246
97,6.581392513451252,724.1129655871246
98,239.1253043886847,724.1129655871246
99,1.6519106981248335,724.1129655871246
100,79.40251805334927,724.1129655871246
101,41.89208330063286,724.1129655871246
102,43.45252456361032,724.1129655871246
103,324.11178409820553,724.1129655871246
104,36.09128731765732,724.1129655871246
105,0.0,724.1129655871246
106,52.323055697122605,724.1129655871246
107,202.5093442886569,724.1129655871246
108,0.0,724.1129655871246
109,0.0,724.1129655871246
110,390.8022874554176,724.1129655871246
111,35.79798713071317,724.1129655871246
112,0.0,724.1129655871246
113,115.32249848705169,724.1129655871246
114,31.39361154928106,724.1129655871246
115,239.186215149914,724.1129655871246
116,0.0,724.1129655871246
117,0.0,724.1129655871246
118,270.76101137775447,724.1129655871246
119,148.6534312770782,724.1129655871246
120,232.25639745900082,724.1129655871246
121,122.06717454502717,724.1129655871246
122,6.183639250520548,724.1129655871246
123,250.19831044275048,724.1129655871246
124,0.0,724.1129655871246
125,34.48252605963165,724.1129655871246
126,61.05313974434787,724.1129655871246
127,34.06664561649288,724.1129655871246
128,0.6196132824171391,724.1129655871246
129,37.47839270833389,724.1129655871246
130,207.65213491133343,724.1129655871246
131,0.0,724.1129655871246
132,42.65308444708333,724.1129655871246
133,226.78049276135354,724.1129655871246
134,0.0,724.1129655871246
135,54.03734815119759,724.1129655871246
136,0.0,724.1129655871246
137,248.33979224156434,724.1129655871246
138,56.45059775343752,724.1129655871246
139,293.8306590494395,724.1129655871246
140,263.8905160963623,724.1129655871246
141,0.0,724.1129655871246
142,163.92988419992096,724.1129655871246
143,41.76263991718275,724.1129655871246
144,33.716645603371745,724.1129655871246
145,42.64927273352287,724.1129655871246
146,310.6219321622931,724.1129655871246
147,0.0,724.1129655871246
148,0.0,724.1129655871246
149,55.59637338477093,724.1129655871246
150,220.4233129164947,724.1129655871246
151,60.341914320789726,724.1129655871246
152,57.630068729951475,724.1129655871246
153,294.3199460803481,724.1129655871246
154,88.6595180882038,724.1129655871246
155,211.8802722071755,724.1129655871246
156,75.25666714530165,724.1129655871246
157,258.2583038158129,724.1129655871246
158,0.0,724.1129655871246
159,72.63899701913128,724.1129655871246
160,60.15210892394775,724.1129655871246
161,237.22084956253116,724.1129655871246
162,228.7697922509579,724.1129655871246
163,34.84720959253725,724.1129655871246
164,5.0146115975177254,724.1129655871246
165,5.727664578915018,724.1129655871246
